学校,URL,答卷总数,问题简称,问题,答卷编号,回答
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A1,可以，500m
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A2,可 东门拿很远
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A3,允许，距离因楼而异，平均500米大概
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A4,允许，湖区不知道，牌区就是宿舍区门口，步行三四分钟吧
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A5,允许 桃园到东门1km左右
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A6,可以，现在还是只能送到校门口，不同宿舍区离不同校门距离不太一样，走路5到10分钟吧
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A7,允许，约600m
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A8,允许，从宿舍出门骑自行车约3分钟
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A9,可以点，外卖只能送到校门口
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A10,允许，放校门快递柜
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A11,有点远
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A12,外卖放在门口 500米
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A13,可以点外卖，距离宿舍最远400m，目前在加装外卖柜
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A14,允许，四牌楼校区就在宿舍旁边外卖柜
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A1,靠近地铁，九龙湖校区在郊区，进城地铁1小时，四牌楼在市区
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A2,地铁站走十分钟 进城一小时
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A3,比较便利，有地铁，去江宁区中心10分钟，去南京市中心30分钟
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A4,牌区在市中心，很便利。湖区在郊区，最近的地铁站八百多米，但是附近有商业中心。进城可能地铁半个多小时吧
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A5,九龙湖很偏远 有自己的地铁站 不再市区 地铁要1h 四牌楼和丁家桥就在市中心
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A6,老校区就在市中心，哪哪都方便，新校区比较偏，但校门口有公交站，走路15分钟有地铁站
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A7,有地铁，老校区市中心，新校区很偏
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A8,分校区，九龙湖在江宁区郊区，但离最近商场只有一站地铁。东北角和西北角各有一地铁站。到市中心坐地铁约40-50min
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A9,新校区不在市区，不坐校车去市区1h起步，老校区在市中心
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A10,便利，不在市区，地铁1h多
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A11,四牌楼便利
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A12,四牌楼校西什么都不方便
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A13,新生大一在四牌楼校区离市中心很近，搬到九龙湖校区后40min进城
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A14,有地铁，四牌楼校区，丁家桥校区在南京市中心，九龙湖校区进城约一小时
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,洗衣机,宿舍楼有洗衣机吗,A1,有
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,洗衣机,宿舍楼有洗衣机吗,A2,有 共用洗衣机（真的很恼火 想自己装一个
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,洗衣机,宿舍楼有洗衣机吗,A3,一楼有洗衣房
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,洗衣机,宿舍楼有洗衣机吗,A4,有，4栋楼合用一个洗衣房
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,洗衣机,宿舍楼有洗衣机吗,A5,有，但是很脏
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A1,"可以，10元30M,30元50M，大部分时间3m/s,部分时间（随缘）可冲至40m/s"
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A2,很便宜 但是有些地方网很不好时有阴间操作
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A3,还行
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A4,看人，我挺好的
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A5,ok的
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A6,有时候抽风断联，正常网速可以
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A7,正常
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A8,在室内信号不错，室外一般
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A9,前50G免费，质量看所在区域，不可以自己装路由器
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A10,10元一个月，还可以
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A11,挺快
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A12,一般
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A13,一般，出了教学楼信号约等于没有
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,校园网,校园网怎么样,A14,可以用
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A1,不
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A2,不断 11点多熄灯
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A3,不断网不断电 但宿舍会熄灯 熄大灯而已 周一到周四&周天是23.熄灯 周五周六是23.30
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A4,不断电不断网
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A5,不断
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A6,晚上11点熄灯但不断电断网
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A7,不断电断网
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A8,11点熄灯，不断电不断网不断热水，周五周六11:30熄灯
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,断电断网,每天断电断网吗，几点开始断,A9,不断，11点熄灯
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A1,一般
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A2,略贵 会
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A3,不贵，干净
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A4,一般，异物没吃出过，但是有不新鲜的菜，看你吃哪个窗口
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A5,有点贵 会有异物
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A6,正常
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A7,正常，很干净
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A8,还行，不会
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A9,贵，我没吃出来过，其他人有看到有
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A10,基本20以下，有吃出铁丝的
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A11,贵 不怎么吃出异物
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A12,价格正常15以内吃饱，目前没有大的食品安全事件
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,食堂,食堂价格贵吗，会吃出异物吗,A13,性价比一般，会吃出
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A1,24h
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A2,全天
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A3,一层楼的应该是全天(吧)，荟萃楼是中午12到晚上12
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A4,九龙湖全天
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A5,不限制时间
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A6,基本上是全天，个别校外宿舍限时
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A7,7*24，随时有热水
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A8,全天吧
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A9,24小时
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,热水,洗澡热水供应时间,A10,全天，但是总量有限
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A1,可以，专门的充电区
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A2,可以 有充电桩
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A3,可，校门附近充电桩
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A4,可以，湖区应该有充电桩，牌区自己解决，我也想买啊啊啊岂可修
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A5,可以  每个门有充电桩 但不是很多
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A6,可以，校门口有充电桩
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A7,可，各个大门
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A8,可以，但要上牌。操场后有充电站
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A9,可以骑，校门口附近有充电桩
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A10,可以，校门门口有充电桩
东南大学,https://cn.colleges.chat/universities/dong-nan-da-xue/,14,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A11,不清楚
